,Unnamed: 0,text,likes,Date,Time,confidence,hindi_ratio2,type,type2
18,18,where is our cutpandit rapist bajrangdal modi,0,2025-06-07,18:44:59,[0.7554946],0.0,['interrogative'],['interrogative']
19,19,"this channel pakistan saport
unfollow please",0,2025-05-31,14:42:00,[0.69238275],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
20,20,india become world leader if dhruv rathee become prime minister of india,0,2025-06-03,10:58:42,[0.8847299],0.0,['assertive'],['assertive']
21,21,pulwama me seriously?,1,2025-05-31,08:23:32,[0.571358],0.0,['interrogative'],['interrogative']
22,22,i am a muslim and i am proud that our country is india,146,2025-05-31,08:06:06,[0.6967737],0.0,['assertive'],['assertive']
23,23,"those hindu blames muslim community are the same responsible to brings destruction in country
so terrorists has no religion
don't blame each other community but we need to focus on unity",0,2025-05-31,12:28:53,[0.9158889],0.0,"['assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive']"
24,24,"make video about chhatishgarh hasdeo jungle and dark side of adani and his coal mines
plss so our chhatishtgarh people do protest again them and aware of these
please bhaiya",1,2025-05-31,08:30:26,[0.91298056],0.0,"['imperative', 'assertive', 'assertive']","['imperative', 'assertive', 'assertive']"
25,25,nothing more fascinating than watching pakistanis cry in the comment section,1,2025-05-31,16:48:59,[0.77206886],0.0,['assertive'],['assertive']
26,26,indian females pilot news also other news,0,2025-05-31,08:35:24,[0.8200667],0.0,['assertive'],['assertive']
27,27,we trust this guy,0,2025-05-31,16:44:43,[0.88619846],0.0,['assertive'],['assertive']
28,28,i love my india and i love indian army also love all indians,1,2025-05-31,19:12:30,[0.69689834],0.0,['assertive'],['assertive']
29,29,i am a muslim and i am proud to be an indian,0,2025-05-31,18:06:27,[0.6544317],0.0,['assertive'],['assertive']
30,30,they may attack as hyenas but we will fight like a lion,2,2025-05-31,08:40:11,[0.97100186],0.0,['assertive'],['assertive']
31,31,rathi bro we india stand with india love you for unity,0,2025-05-31,08:18:51,[0.5330006],0.0,['assertive'],['assertive']
32,32,thank you,4,2025-05-31,10:47:01,[0.2892437],0.0,['assertive'],['assertive']
33,33,bro is getting banned in pakistan but it's worth it,1,2025-05-31,07:56:46,[0.9805893],0.0,['assertive'],['assertive']
34,34,"hats off to you — a true nationalist, always truthful",2,2025-05-31,15:26:58,[0.7472214],0.0,['assertive'],['imperative']
35,35,i think this attack was organized by modi for elections,0,2025-05-31,19:10:48,[0.9970975],0.0,['assertive'],['assertive']
36,36,"it was only in this video that the images and names of all our armed force personnel who sacrificed their lives for the nation was mentioned
respect!",0,2025-06-02,08:04:21,[0.98098266],0.0,"['assertive', 'imperative']","['assertive', 'imperative']"
37,37,"after reading comments, i am surprised how much godi media has brainwashed educated people's minds
no one is even asking modi where is the proof that pak did pehalgham?
has modi captured those killers?
how do they know they came from pakiatan?
why there were no security when 2000 tourists where there?
why only indian media not accepted pak did 6-0 with indian planes, even indian air marshel accepted now loss of planes
modi wants dead bodies for election",0,2025-05-31,19:17:30,[0.9705677],0.0,"['assertive', 'interrogative', 'interrogative', 'interrogative', 'interrogative', 'interrogative', 'assertive']","['assertive', 'interrogative', 'interrogative', 'interrogative', 'interrogative', 'interrogative', 'assertive']"
38,38,"dhruv, your courage to call out extremism and propaganda on all sides is why we trust you!
keep uniting us with truth, logic, and unity",0,2025-05-31,07:40:10,[0.9027719],0.0,"['imperative', 'imperative']","['imperative', 'imperative']"
39,39,as an indian i still believe pakistani people are my people but some people brain is as empty as there military,0,2025-05-31,08:15:57,[0.9929312],0.0,['assertive'],['assertive']
40,40,"dhruv - the real
the real patriot stands against injustice everywhere, be it outside his country, or in his country",1,2025-06-02,02:31:30,[0.96396756],0.0,"['assertive', 'assertive']","['assertive', 'interrogative']"
41,41,hello sir it would have been good if you had made a detailed video on himanta biswa sharma of assam,1,2025-06-02,17:00:44,[0.98618776],0.0,['assertive'],['assertive']
42,42,for once dhruv rathee is making a video thats more or less unbiased and is anti bhikaristan and pro india,0,2025-06-02,17:56:34,[0.85971254],0.0,['assertive'],['assertive']
43,43,"being left wing doesn't mean that we'll ever ally with pakistan
we are proud of our indian armed forces",1,2025-05-31,08:25:17,[0.976122],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
44,44,nothing but beating about the bush’,0,2025-06-01,04:37:56,[0.9248986],0.0,['assertive'],['assertive']
45,45,"after 4:20 , i just check pakistan's current gpd-373
08 billion then elon musk net worth-433",2,2025-05-31,11:09:04,[0.5351846],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
46,46,"fully support to the indian army, defense system, and soldiers who fights for our home",1,2025-05-31,08:22:40,[0.898353],0.0,['assertive'],['assertive']
47,47,iam proud of indian muslim,1,2025-05-31,15:47:03,[0.615559],0.0,['assertive'],['assertive']
48,48,as an indian proud of you druv now।tihis is the real druv we indians longed for।,0,2025-05-31,09:55:54,[0.82501566],0.0,['assertive'],['assertive']
49,49,dhruv sir please make a video regarding the current situation in arunachal pradesh,40,2025-05-31,19:03:35,[0.73700607],0.0,['assertive'],['assertive']
50,50,thank you @dhruvrathee for addressing those points which was raised by many neutral pakistani like @syedmuzammilofficial7076,1,2025-05-31,09:53:58,[0.9567172],0.0,['assertive'],['assertive']
51,51,"""true peace begins when we embrace the values of love, compassion, and understanding that lie at the heart of every faith
a religious community thrives when it becomes a space where people feel safe, supported, and inspired to live in harmony with one another
let us continue to promote peace not just through prayer, but through our daily actions toward each other",11,2025-05-31,08:32:15,[0.9252869],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
52,52,"please expose indians who are working for pak army
please expose ani extortion
please create a video of the different areas of pakistan itself where hindus are ill treated and exploited on the basis of religion
a nation which doesn't allow it's own citizens to flourish can't let hindus in their mother nation live in peace
proud to be indian",0,2025-05-31,14:06:17,[0.94772214],0.0,"['imperative', 'imperative', 'imperative', 'assertive', 'assertive']","['assertive', 'imperative', 'imperative', 'assertive', 'assertive']"
53,53,"bro
 you are just spitting the half truth
the funeral which was attended by officials were of civilian
i was there during attack and believe me it's totally devastating what india had done
they brutally martyred innocent
i have no issue of you being patriotic
infact i am too",0,2025-06-05,15:30:11,[0.99328905],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'interrogative', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
54,54,"who are you dřu ?
every indians dna is corrupt and core of indian dna is based on lie and jingoism
do you have balls to say paf shot down 6 jets of iaf ?
it’s a clear defeat of indian incompetent air force",0,2025-06-01,10:53:10,[0.92135096],0.0,"['interrogative', 'assertive', 'interrogative', 'assertive']","['interrogative', 'assertive', 'interrogative', 'assertive']"
55,55,"they stood so we could breathe freely
""our brave soldiers made the ultimate sacrifice during the india-pakistan conflict
their courage and devotion are the bedrock of our nation's freedom
let us honor their memory by living with purpose and unity",0,2025-06-02,14:33:17,[0.94179595],0.0,"['assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive']"
56,56,a manipuri bsf especially meitei sacrificed his life for the motherland but no protection of meitei hindu from indian govt,0,2025-06-01,07:35:17,[0.9431424],0.0,['assertive'],['assertive']
57,57,"i think now your news & detailing is proxy & toxic
you are just trying to provocate news for your own benefits
 i wish that your videos must be banned as your news in non-social & unethical & false narrative",0,2025-06-04,20:00:24,[0.9297306],0.0,"['assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
58,58,"will watch your full video, but please don't make it a personal content, by writing ""my response "", speak for the country, don't make the mistake modi and rahul did
but it's your channel after all",1,2025-05-31,07:38:22,[0.980082],0.0,"['imperative', 'assertive']","['imperative', 'assertive']"
59,59,"you always speak about people's right, injustice and pr stretagies which is made by the government to fool citizens from any country
there is no doubt that you are a true journalist who speaks against injustice without any fear",0,2025-05-31,08:46:21,[0.97618777],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
60,60,"well researched video
kudos to dhruv for exposing the terror sponsoring pakistani army politicians and islamists jihadist
and also for exposing the enemy within our country who spread communal tensions in india by some right wing terrorists",1,2025-06-01,06:56:43,[0.89896685],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
61,61,"every drop of a soldier's sweat and blood tells the story of a nation that refuses to bow to terror
the pahalgam attack was a wound, but our forces answered with strength and resolve",0,2025-05-31,07:40:22,[0.9735728],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
62,62,"i am a pakistani, your videos have opened my eyes
 now, i will just stay silent and wont comment relating to any news of war from the media of both sides",3,2025-06-01,11:17:49,[0.8866169],0.0,['assertive'],"['assertive', 'imperative']"
63,63,"believe me, if you were a pakistani youtuber, you would not have got much support because pakistanis find it bitter to face the truth
i am always proud of you",1,2025-05-31,08:31:23,[0.9755016],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
64,64,"you are a true patriot as we all are
all indians are brothers and sisters and we all must do our duties to make our country best in the world",9,2025-05-31,09:45:24,[0.9358149],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
65,65,"i love the way bro you speak 
 i'm from pakistan
 i'm glad that you take the news from international media
long live both countries with peace and happiness",0,2025-06-01,15:15:48,[0.7729515],0.0,"['assertive', 'imperative']","['assertive', 'assertive', 'imperative', 'imperative']"
66,66,"14:03 prayers to the fallen, i hope their souls rest in peace and find the coziest spots in heaven for a sound eternal rest",0,2025-05-31,13:02:54,[0.9054921],0.0,['assertive'],['assertive']
67,67,"dhruv rathee trying hard to get back into the good books of modi, maybe get your facts checked
you were one of the most loved youtubers just because you spoke facts, but sadly, you've been so biased when speaking about pakistan
no wonder modi'sdisease can also infect some reliable information sources in india",2,2025-06-02,06:32:06,[0.98084486],0.0,"['assertive', 'assertive', 'assertive']","['imperative', 'assertive', 'assertive']"
68,68,here you go rathee is back to please his followers across the border,0,2025-06-01,18:45:09,[0.98023003],0.0,['assertive'],['assertive']
69,69,you are an indian,0,2025-05-31,16:35:52,[0.9802094],0.0,['interrogative'],['interrogative']
70,70,you are too late mate,0,2025-05-31,19:11:49,[0.9868454],0.0,['assertive'],['assertive']
71,71,21:33 foreign secretary in place of former secretary,0,2025-05-31,11:07:41,[0.98670495],0.0,['assertive'],['assertive']
72,72,you didn't prove anything just another blunder video,0,2025-05-31,09:46:28,[0.98673433],0.0,['assertive'],['assertive']
73,73,i thinks some mistake but mostly are facts,0,2025-05-31,19:15:13,[0.9867407],0.0,['assertive'],['assertive']
74,74,the rafale shot down articles in international media were mainly from pakistan and chinese writers and they never showed any proof of their claims,1,2025-05-31,10:10:13,[0.98673785],0.0,['assertive'],['assertive']
75,75,i am from pakistan and bro your every word is correct but we can't do anything,0,2025-06-02,16:32:49,[0.98677313],0.0,['assertive'],['assertive']
76,76,"""from this video of yours, it's clear that you brainwash people in every video like this
the whole world is against islam — why would they speak the truth?",0,2025-06-01,21:18:22,[0.9867713],0.0,"['assertive', 'interrogative']","['assertive', 'interrogative']"
77,77,I don't know but ceasefire is the main problem,0,2025-05-31,12:33:33,[0.9808394],0.0,['assertive'],['assertive']
78,78,you are such a great person,0,2025-05-31,15:15:37,[0.9871085],0.0,['assertive'],['interrogative']
79,79,"don't ask women there age
don't asked men there salray
and don't asked indian how much raw -------fail down by pakistan air force",0,2025-05-31,13:27:40,[0.9871041],0.0,"['imperative', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
80,80,"just one fight with paxtan and the whole world got exposed and is literally against us, russia our best dearest friend has signed arms deal with paxtan, us who we thought is neutral is helping paxtan by providing loans and funds and reducing tariffs, and even small countries like turkey and ajerbaijan who even doesn’t have their own existance supporting paxtan upfront
no one in the world want india to be powerful nation, they want us spineless defensive submissive nation like before
we are all on our own so we better do best to show the world we are enough on our own",2,2025-05-31,08:36:52,[0.95967704],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
81,81,"the people may have different religions
but all are indians
not indian muslims or indian hindu
somebody says sometimes to go pakistan to muslims
they should realise something
pakistan is not for muslims
it’s for pakistani
indian is not for some kind of religion
india is for indians
the people who want another country they created it
now here are only indians
they may have their own religious practice in ‘personal’
otherwise all are indians
just try to love all indians without any boundaries",0,2025-05-31,10:24:00,[0.9359269],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'interrogative', 'assertive', 'assertive', 'assertive', 'imperative']"
82,82,"as an indian, i genuinely appreciate this fact-based and balanced video
yes, we have our differences with pakistan, but hatred will never solve anything
peace, truth, and mutual respect should always guide our voices — not propaganda
let’s not get trapped in blind nationalism
real patriotism is about standing with truth, logic, and humanity
hope people from both sides can rise above politics and see each other as humans first",1,2025-05-31,08:53:48,[0.9423549],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'imperative', 'assertive', 'assertive', 'assertive']"
83,83,"good attempt to appease punjabi sikh community whom you had offended in your previous video and you had to remove it when they criticized you
also, please go and catch the pehalgam terrorists who are still on loose and then point fingers towards other states
i know that the pakistani military is a dictator, they have done dirty things in the past , religious extremism is a menace but the people of pakistan , the civilians are innocent people, who are struggling to make ends meet
in the previous video also you made fun of their poverty (while selling your ai master class, obviously it was a good opportunity during the time of indo pak war, hopefully it sold well ) and it sounded like you wanted to eradicate them from earth
don't make these videos to justify bombing them",0,2025-06-01,15:06:58,[0.97933143],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'imperative']","['assertive', 'imperative', 'assertive', 'assertive', 'imperative']"
84,84,"you should also make a video about bla
speak a little truth there too about how people are killed in balochistan just for id checks
major gaurav openly says they support bla and that raw backs them
why is your tongue silent on that?",0,2025-05-31,08:01:55,[0.9801903],0.0,"['assertive', 'imperative', 'assertive', 'interrogative']","['assertive', 'imperative', 'assertive', 'interrogative']"
85,85,that's why knowledge is most important,29,2025-05-31,09:56:14,[0.9868504],0.0,['assertive'],['assertive']
86,86,"your videos are always full of facts, and i watch them regularly
i really appreciate how you expose every aspect of the government's actions—it's commendable work
in your recent video, you highlighted the mistakes made by some hindus as examples, which is indeed a fair and honest approach
it’s important to show the truth exactly as it is
i agree that there should be no hindu-muslim divide in the country
however, incidents like the one in murshidabad and similar cases in other places, where some members of the muslim community are involved in serious wrongdoings or are promoting communal tension, also need to be addressed
speaking about those incidents as well would make your videos even more balanced and fact-based",4,2025-05-31,09:51:26,[0.98026276],0.0,"['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
87,87,"it could be possible that trf site got hacked by indians and this game was played
btw, why hasn’t indian army able to capture those terrorists which are supposed to run back to pakistan?
even many indian bloggers have pointed and proved your info as lies
fact is you don’t want to lose indian audience, which is over 60%",0,2025-05-31,08:16:07,[0.986847],0.0,"['assertive', 'interrogative', 'assertive', 'assertive']","['assertive', 'interrogative', 'assertive', 'assertive']"
88,88,i not like to watch boz you are lier as india media,0,2025-05-31,10:05:07,[0.98018837],0.0,['assertive'],['assertive']
89,89,"yeah youre fair, you cant have everyone like you
its all good",0,2025-05-31,21:44:38,[0.98671514],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
90,90,"sir, we're with you always",0,2025-06-03,15:42:28,[0.9867705],0.0,['assertive'],['assertive']
91,91,i inspired from you,0,2025-05-31,08:55:06,[0.98021424],0.0,['assertive'],['assertive']
92,92,"did anyone just noticed the interview of indian air chief given to bloomberg
he admitted that multiple jets were hit during last conflict
shame on india",0,2025-05-31,15:39:24,[0.9867462],0.0,"['interrogative', 'assertive', 'assertive']","['interrogative', 'assertive', 'imperative']"
93,93,"what about your main stream media claims , puppet corruption & the way you were aggressive about the war was shameful man",0,2025-06-06,07:04:04,[0.98081017],0.0,['interrogative'],['interrogative']
94,94,you are doing very good job keep it up congratulations salut you,0,2025-06-02,06:40:21,[0.9801311],0.0,['assertive'],['assertive']
95,95,this is real,0,2025-05-31,09:40:35,[0.98674774],0.0,['assertive'],['assertive']
96,96,"video was much awaited, but honestly the way us intervened to cease fire, i personally did not like how indian government acted
they had an opportunity to settle this dispute and they let it go
honestly, not interested anymore to know about this subject",1,2025-05-31,13:48:11,[0.98674905],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
97,97,make a dedicated video on ani and what has happened recently and how youtubers should unite,3,2025-05-31,12:21:21,[0.9802346],0.0,['imperative'],['imperative']
98,98,after cease fire all indian forces became silent n forgot about their sindoors thats enough to prove who did what and the world knows the truth,0,2025-05-31,19:06:25,[0.9867552],0.0,['assertive'],['assertive']
99,99,and what a cheap step by modi to use indo water this is the standard of indian pm and his low level team who watch bollywood movies and think that we can do whatever we want,0,2025-06-02,00:07:44,[0.97930884],0.0,['assertive'],['interrogative']
100,100,"he didn't talk about those muslims who spread terririorism in india , he talk about only hindu to defame",1,2025-06-01,09:39:40,[0.98690647],0.0,['assertive'],['assertive']
101,101,but the overall story is raw-fail,1,2025-06-01,12:57:11,[0.98692256],0.0,['assertive'],['assertive']
102,102,"sorry dhruv but you lost your credibility
if you think your research isn't 4 hours week then you need to talk with sir muzammil and sir faisal warriach who reluctantly showed you that your research is weak and has no credibility over it
thanks",1,2025-05-31,13:51:25,[0.98693734],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
103,103,"you are just a child pahelgam planning was made by ajit devol & amit shah, they have used bla & ttp members ( all were muslims) hired & paid by raw
exactly like 9/11 was done by saudis muslims but arranged by moosad & cia
these innocent muslims were illiterate & brain washed
learn to research truth",0,2025-05-31,13:27:09,[0.98694545],0.0,"['assertive', 'assertive', 'assertive', 'imperative']","['assertive', 'assertive', 'assertive', 'imperative']"
104,104,great video sir you should include one more person the one and only rahul gandhi and his twitts,1,2025-05-31,08:26:52,[0.97928745],0.0,['assertive'],['assertive']
105,105,"keep satisfying your godi, at least you have to save your career",0,2025-05-31,07:40:18,[0.9868653],0.0,['assertive'],['imperative']
106,106,education is banned in india,0,2025-05-31,07:49:52,[0.9802166],0.0,['assertive'],['assertive']
107,107,"13:50 that news article is written by pakistani journalist
and when you read below that, he didn't mention who say this not even post, that's just information warfare",4,2025-05-31,16:41:35,[0.9869016],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
108,108,the very fact that dhruv has to make a video to further prove accusations is itself astounding,0,2025-05-31,08:01:46,[0.9866504],0.0,['assertive'],['assertive']
109,109,the very fact that dhruv has to make a video to further prove accusations is itself astounding,0,2025-05-31,08:01:38,[0.9866504],0.0,['assertive'],['assertive']
110,110,we also doubt our government and army because we are under siege and our rights are seized,0,2025-05-31,09:35:24,[0.9868078],0.0,['assertive'],['assertive']
111,111,"now cheif of defence staff of india
that pakistan shot down their jets
but 
 how
 it was a technicle error",1,2025-06-01,10:59:41,[0.98688805],0.0,"['assertive', 'assertive', 'interrogative']","['assertive', 'interrogative', 'assertive', 'interrogative', 'assertive']"
112,112,trying to save his channel so that modi and indian government cannot block his channel…,1,2025-05-31,09:15:58,[0.98688334],0.0,['assertive'],['assertive']
113,113,yeah the new consignment from modi government to dhruv rathi to save his channel banned in india by government,0,2025-05-31,16:15:07,[0.9868755],0.0,['assertive'],['assertive']
114,114,after all you are an indian,0,2025-05-31,11:50:34,[0.9793523],0.0,['assertive'],['assertive']
115,115,"the indians said that this time they would eliminate asim munir and kill him and infiltrate the pakistan army because they support terrorists, but what happened in the end was that they declared a ceasefire?
but thank god our jihadis are still alive and on their mission",0,2025-05-31,12:21:00,[0.98666227],0.0,"['interrogative', 'assertive']","['assertive', 'assertive']"
116,116,background music was too much kindly reduce or change it,0,2025-05-31,19:03:22,[0.98666257],0.0,['assertive'],['assertive']
117,117,"where people live, their environment shapes their thinking
that's exactly what you've done — it's not your fault, it's the place you're living in now
you have to say all this because you also need to promote your own platform
so, did you not see the indian media spreading false news themselves?",1,2025-05-31,14:16:51,[0.9866665],0.0,"['assertive', 'assertive', 'assertive', 'interrogative']","['assertive', 'assertive', 'assertive', 'interrogative']"
118,118,your the great in fact die great army chief has admitted publicly that our fighters jets were shot down by the pakistan army,0,2025-06-01,08:39:18,[0.98678637],0.0,['assertive'],['assertive']
119,119,as commerce student i think a war or a military action between two countries have economic loss for the both sides and orphan many family,0,2025-05-31,12:15:39,[0.9868728],0.0,['assertive'],['assertive']
120,120,talk about tripura,0,2025-05-31,12:17:09,[0.98668057],0.0,['assertive'],['imperative']
121,121,"seems to be unbiased,and being unbaised both thing is different",0,2025-05-31,09:59:32,[0.98685724],0.0,['assertive'],['assertive']
122,122,your software has been updated by raw…,0,2025-06-01,20:35:31,[0.98669773],0.0,['assertive'],['assertive']
123,123,"make a video on how muslims are being tortured in some parts of india
you should do that cuz you speak against crime, right?",0,2025-05-31,12:48:41,[0.98675966],0.0,"['imperative', 'interrogative']","['imperative', 'interrogative']"
124,124,"at 8:05, it was india first which used drones on civilian areas of pak like rawalpindi stadium due to which psl had to be held in dubai
later, india attacked 3 airbases in pakistan including in capital
after that pak responded",0,2025-05-31,15:52:04,[0.98671293],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
125,125,i am from pakistan you are saying absolutely,0,2025-05-31,18:41:55,[0.98671395],0.0,['interrogative'],['assertive']
126,126,"i have never seen dhruv in such a scary tone
pakistani youtubers have updated his software successfully
moreover, this video is very scattered
looks like different clips have been recorded and combined",1,2025-05-31,10:20:14,[0.98690856],0.0,"['assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive']"
127,127,you showed us what you are doing is for the indian citizens interest,0,2025-05-31,08:09:19,[0.98632526],0.0,['assertive'],['assertive']
128,128,4th coment,0,2025-05-31,07:35:32,[0.98638004],0.0,['assertive'],['assertive']
129,129,"you idiots got whomped and can't bear to admit it, so you have to make these cheap videos",0,2025-06-03,14:48:15,[0.986387],0.0,['assertive'],['assertive']
130,130,what about how many rafael shot down by pakistan and proof that pakistan was behind phalgam attack world need proof no allegations,0,2025-06-01,11:03:12,[0.980364],0.0,['interrogative'],['interrogative']
131,131,"i am from pakistan i agree with you
you are the only who speek the truth
when you are making videos against modi and indian government then alot of pakistani were with but when you make the video against pakistani government then alot of of pakistani was he is not person why ?",2,2025-05-31,07:40:31,[0.9862469],0.0,"['assertive', 'assertive', 'interrogative']","['assertive', 'interrogative', 'interrogative']"
132,132,we are waiting for it,0,2025-05-31,07:35:48,[0.98601115],0.0,['assertive'],['assertive']
133,133,"out of everything he could ever say , he said this",0,2025-05-31,08:22:05,[0.9860279],0.0,['assertive'],['assertive']
134,134,"sir g i am your big fain i don't wanna say this actually you are correct but especially you need to talk about not only pak
radar system but you need to talk about s:400 hundred system and it's clear that your modi g take a photo with a lancture not with its main radar you need to talk about that plzzzzbecause it was destroyed by pak army and rafail yes",0,2025-05-31,13:10:44,[0.98603445],0.0,"['assertive', 'assertive']","['assertive', 'assertive']"
135,135,your last video was purely one sided to be honest,0,2025-06-03,21:19:01,[0.98603714],0.0,['assertive'],['assertive']
136,136,"again one sided
with no proofs
pakistan also has dozens of such articles against india",1,2025-05-31,11:30:23,[0.9860393],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
137,137,"thank you as a punjabi i feel so sad for for punjab
no one was talking about us, and thankfully someone talk about it
thank you",15,2025-05-31,15:38:34,[0.9866681],0.0,"['assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive']"
138,138,17 indian soldiers were shahid not marege tha,0,2025-06-01,12:10:12,[0.9867964],0.0,['assertive'],['assertive']
139,139,we can understand the pain of defeat you feel especially the shameful defeat in air combat,0,2025-05-31,09:33:54,[0.98368806],0.0,['assertive'],['assertive']
140,140,you have lost credibility dhruv,0,2025-05-31,11:16:24,[0.97933],0.0,['assertive'],['assertive']
141,141,"dhruv rathee has no intentions to criticize pakistan he is only trying to show harsh reality of pak media and army, that is his profession",9,2025-05-31,08:53:01,[0.98618376],0.0,['assertive'],['assertive']
142,142,you are worried 100 you are stupid in the world,0,2025-05-31,15:34:01,[0.9861917],0.0,['assertive'],['interrogative']
143,143,dhruv is not suppose to bully india but he must speak truth,0,2025-05-31,10:44:25,[0.9861983],0.0,['assertive'],['assertive']
144,144,it's okay last video you make mistake but you are doing great work and a still believe you,0,2025-05-31,09:12:25,[0.98620653],0.0,['assertive'],['assertive']
145,145,"15:04 you say these are terrorists
sourced from your own forces
they say these were civilians
so it seems a bit disingenuous to claim that the pakistani officials are supporting terrorists
this is the same mistake you made in your last video",0,2025-05-31,13:41:24,[0.9862069],0.0,"['interrogative', 'assertive', 'assertive', 'assertive', 'assertive']","['assertive', 'assertive', 'assertive', 'assertive', 'assertive']"
146,146,"you didn't answer the questions which syed muzamil official asked
the false accusations which you imposed",0,2025-05-31,10:45:17,[0.98621595],0.0,"['assertive', 'interrogative']","['assertive', 'interrogative']"
147,147,"all the defence information shared by rathi, was published in yesterday's article of the hindu newspaper",1,2025-05-31,11:05:24,[0.9862177],0.0,['assertive'],['assertive']
148,148,who here is a muslim,0,2025-05-31,09:49:23,[0.9862467],0.0,['interrogative'],['interrogative']
149,149,"the hindu is always saying against india
you are not paying tax so how you are indian",2,2025-05-31,18:00:50,[0.9866326],0.0,"['assertive', 'interrogative']","['assertive', 'interrogative']"
150,150,"pakistan can understand the pain which guys have
2019 tea was fantastic and 2025 rafale and s-400 down
you guys don't have power to fight against pakistan, just crying only
france is accepting that the rafale was shoot down but you guys are still not accepting and can you show us where is your lady pilot",0,2025-05-31,12:39:34,[0.9862493],0.0,"['assertive', 'assertive', 'assertive', 'interrogative']","['assertive', 'assertive', 'assertive', 'interrogative']"
